review,sentiment
"It's alright- I use it for school (I'm a student) only problem is things don't seem to be updating- I whent into year 9 however it still says I'm in year 8, and I'm still in all my year 8 teams, I don't know if that's something with the app or if my teachers need to sort it, all I know is many it her students are having similar, if not the same problems",1
Used to be able to log in but since getting android constantly wants me to log in. Need it for work not happy at all Pls fix it,0
Good,2
Easy to use and a great way to connect quickly with co-workers. Great features and ability to use a virtual background.,2
It's amazing,2
Somd what ok,0
"Please, can you also put a background even on a low type cellphone, because we really need to put a background when we have an online class meeting. I've had a few updates but nothing still comes out of me, and maybe my cellphone type is the problem. So I hope the background can also be used even on a low type cellphone. Thank you.",2
I use zoom every week but to me it was ok,2
There was alot of glitches in the meeting we were in.,1
This app is amazing and helpful but my problem is i cant apply a background on my tablet and its really slow when joining,1
Practically unusable. The drs and i are very frustrated. It does not work at all,0
"It doesn't notify you of new post, comments, or likes. Not worth paying for it.",0
At starting it was good but now iam not able to add an account.lots of bugs,0
"The app is very great ngl. But when I try to add my work as photos, it breaks the sequence of my photos. UPDATE: I cannot open the refferenced materials. Please fix it. It is eating my grades",1
Keeps dropping login information. Never saves settings for alert sounds. These seem to happen every time it updates.,0
I have no idea. It has a little requirements for perfect.,2
Very bad,0
"Normally this app works very well. Every know and then, like with all technology, there's glitches. But I prefer this app over the others.",2
No seriously. Replace your local copy of the Constitution with this (it's written better anyways).,2
Volume was too low. Could hardly hear a thing,0
We want estes,0
Bad audio quality,0
Chale aave,1
There would be break up if there was to many people,0
Ok,2
App is great but there is an issue of app with my device dark theme. Top area of app is blurry.,2
"Buggy, unreliable",0
خوب است,1
It doent hava a white board please add a whiteboard in this,0
Nice app,1
Good app but Needs more voice/audio clarity.,1
"why is it so hard to log in to zoom using google account? i use zoom for like 3 years now, but still could not log in",2
stucks at white theme. keeps asking for login. push notifications are not synced and yes reinstalled bunch of times.,0
Works well on phones with decent power and it has helped my work life balance by not needing me glued to my desk.,2
Amazing tool but u have problem usualy in authintication,2
"I love the app. But it uses a lot of my disc on the computer. My computer even become slow as soon as I start it. The android app is perfect. Apart from that, am very happy. On the ads, am giving all 5 🔯 because I never saw any ads and am extremely happy with that.",2
"Was unable to join the meeting with this latest update from Webex meetings. I would connect, but never able to hear audio.",0
The app is lags and has lots of bugs. Often send button doesn't send the text but opens up the emoji tray. Irritates a lot!,0
Secure meet attend,2
"Background!!!!!!!!!!!!!!!!!! And network , Mike please work on background on the android version (Redmi Y2) please. ...........................the voice cracks , sometime I am not able to see the presentation work......gogle is just sitting idle please work on the background I badly want it.......",0
Very good experience,2
Not greatest,0
nice,1
Very good performance,2
are you jelly fish..show your gentalman dont play boots always.god angry,2
Very bad it having very issue on connecting to the video call please give us reply how to solve it,0
Fantastic,2
Can you add the function to be able to edit excel spreadsheets with this app. I cant always get to a PC when on the road.,0
No problem,1
Worst app. Keep on disconnecting,0
"Not working, after sign up I am trying to log in but its every time show me incorrect I'd or password.",0
"I don't use this app very often, I was disappointed that it did not remove the older version when I was forced to upgrade to this version. 😞",1
Very bad,1
mu,2
Worst app then before 2-3 months it was being to consumed 200-250 MBs for 1 and half hour but now it is consuming almost 700 for the given time. So disappointing 😒,0
Great app,0
We have been using Zoom for about 4months and it has great so far. Haven't had any problems and we will be using it more in the future.,2
The updated one has one problem: It is not opening pdf files in mobile. That's the problem I have noticed,2
